,amount_borrowed,borrower_rate,term,co_borrower_application,funding_threshold,monthly_payment,prosper_score,monthly_income,months_employed,prior_prosper_loans,EMI,balance_income,bad_loan,borrower_state_AK,borrower_state_AL,borrower_state_AR,borrower_state_AZ,borrower_state_CA,borrower_state_CO,borrower_state_CT,borrower_state_DC,borrower_state_DE,borrower_state_FL,borrower_state_GA,borrower_state_HI,borrower_state_ID,borrower_state_IL,borrower_state_IN,borrower_state_KS,borrower_state_KY,borrower_state_LA,borrower_state_MA,borrower_state_MD,borrower_state_ME,borrower_state_MI,borrower_state_MN,borrower_state_MO,borrower_state_MS,borrower_state_MT,borrower_state_NC,borrower_state_ND,borrower_state_NE,borrower_state_NH,borrower_state_NJ,borrower_state_NM,borrower_state_NV,borrower_state_NY,borrower_state_OH,borrower_state_OK,borrower_state_OR,borrower_state_PA,borrower_state_RI,borrower_state_SC,borrower_state_SD,borrower_state_TN,borrower_state_TX,borrower_state_UT,borrower_state_VA,borrower_state_VT,borrower_state_WA,borrower_state_WI,borrower_state_WY,occupation_Accountant/CPA,occupation_Administrative Assistant,occupation_Analyst,occupation_Architect,occupation_Attorney,occupation_Biologist,occupation_Bus Driver,occupation_Car Dealer,occupation_Chemist,occupation_Civil Service,occupation_Clergy,occupation_Clerical,occupation_Computer Programmer,occupation_Construction,occupation_Dentist,occupation_Doctor,occupation_Engineer - Chemical,occupation_Engineer - Electrical,occupation_Engineer - Mechanical,occupation_Executive,occupation_Fireman,occupation_Flight Attendant,occupation_Food Service,occupation_Food Service Management,occupation_Homemaker,occupation_Investor,occupation_Judge,occupation_Laborer,occupation_Landscaping,occupation_Medical Technician,occupation_Military Enlisted,occupation_Military Officer,occupation_Nurse (LPN),occupation_Nurse (RN),occupation_Nurse's Aide,occupation_Other,occupation_Pharmacist,occupation_Pilot - Private/Commercial,occupation_Police Officer/Correction Officer,occupation_Postal Service,occupation_Principal,occupation_Professional,occupation_Professor,occupation_Psychologist,occupation_Realtor,occupation_Religious,occupation_Retail Management,occupation_Sales - Commission,occupation_Sales - Retail,occupation_Scientist,occupation_Self Employed,occupation_Skilled Labor,occupation_Social Worker,occupation_Student - College Freshman,occupation_Student - College Graduate Student,occupation_Student - College Junior,occupation_Student - College Senior,occupation_Student - College Sophomore,occupation_Student - Community College,occupation_Student - Technical School,occupation_Teacher,occupation_Teacher's Aide,occupation_Tradesman - Carpenter,occupation_Tradesman - Electrician,occupation_Tradesman - Mechanic,occupation_Tradesman - Plumber,occupation_Truck Driver,occupation_Waiter/Waitress,FicoRange
288,-3832,0.1255626498089165,46.63880934688008,0,0.94709505053981,-100.60216471533823,10.602255077251325,14667.54924510272,113.47922105439918,3.4416166525715903,-82.16333250489258,14749.712577607614,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11
289,6665,0.1354714074443478,52.5098167726822,0,0.863007255759602,499.19812709117264,8.399995770834147,7441.942691937776,130.72298760630122,-1.484234008254509,126.92864705380978,7315.014044883966,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2
290,20705,0.1761084943856696,40.07816328473877,0,0.8063579125166586,268.19058596704946,9.79674393096014,4886.557681182663,74.86070634267716,-1.2129427346662756,516.6154909070942,4369.942190275569,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10
291,16617,0.1326122186777742,55.60046927240377,0,1.0368497095881857,374.1398634583272,6.0328844220232165,6422.030080404252,80.35745080756533,-2.3713770753294874,298.86438401424664,6123.165696390005,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
292,14788,0.0977369341924329,42.14755234261544,0,1.030673228537274,170.55117327680117,5.732617577094498,8448.935049523938,90.46083432083164,-1.872185793274308,350.862604779254,8098.072444744684,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
293,7346,0.1312675307603313,37.82169808026636,0,0.9330153328043636,383.4866321230241,6.920135351030255,8318.268793022564,279.7379721012511,-0.6142830808657764,194.2271334409707,8124.041659581593,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
294,23551,0.1648486485616189,44.5146304572692,0,0.8985823239798085,411.9277361892749,6.825041296592937,14428.72480722284,86.30836154217836,2.370353496553075,529.0620130522535,13899.662794170586,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
295,17991,0.114167810952407,35.87809604029992,0,0.867767598452256,748.3447296992673,12.551145374114656,-1202.326798454208,140.79916380079908,1.7743022259219845,501.44801384643387,-1703.774812300642,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
296,33394,0.1523599251832351,43.76855264125738,0,0.90582427073773,370.3075277125973,11.07248834747062,8006.352961504848,113.27000119324408,-1.485130152045942,762.9678841269689,7243.385077377879,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2
297,16869,0.1562909641011741,27.756957779869943,0,0.8762008745849914,571.5815634122155,7.577430451692346,6828.892126981731,104.02686062901384,4.111655781699281,607.7395128739156,6221.152614107816,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
298,17344,0.2273558279091974,52.42005473134378,0,0.8736747426583849,708.2683856582853,11.285878965522771,5752.89255413838,31.85845079923223,3.1148667175789564,330.865736193698,5422.026817944682,1.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
299,17024,0.1711188599666194,68.61252800888542,0,0.90874319685572,-31.59116235368066,6.956666209532133,13224.984020470927,30.921574039699426,4.755295067205741,248.1179530040836,12976.866067466844,1.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
300,7123,0.1317634122609705,40.99810057364798,0,0.911259151242958,584.7411146091847,11.574060355224598,7131.249338086114,24.24220375384118,2.9667872206529173,173.7397562407658,6957.509581845348,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
301,-4304,0.1251722075046002,40.99498139587783,0,0.7975959210853698,356.5860778824358,8.043145517865442,7326.750811953914,97.8635636163646,-2.3955710925763505,-104.98846086640206,7431.739272820317,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
302,21183,0.0588899186678018,38.55369929286099,0,0.7203861321558177,313.81388979772794,6.090867340045283,7661.8120714068655,106.9054380953974,0.1617200098551163,549.4414385268203,7112.370632880045,1.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
303,17140,0.1367453448390658,69.67117077205333,0,0.9263347934680124,478.9033268814669,9.439496436032808,7714.313286164411,135.6291515099405,2.643815980570332,246.0128028575521,7468.300483306859,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11
304,19929,0.1363562801115887,46.418738959163,0,0.9098226532915936,587.0579370606292,9.411935635824252,15896.767530701556,176.6085000501553,0.1977054437902771,429.3309220987797,15467.436608602777,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,9
305,15053,0.1371168608057634,56.44439872423602,0,1.0616786006643346,398.2445389116632,6.446343991255821,9812.143773292311,86.19041136242632,0.556432056062868,266.68722389165185,9545.45654940066,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,8
306,12572,0.0638161210074803,51.788855919336186,0,0.90365252201578,291.3629118126112,13.84353402024841,2833.8728243604883,57.715769341403146,2.4303459778212293,242.75492819500664,2591.1178961654814,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2
307,20527,0.0494440372438811,69.28918843944186,0,0.8211919191597269,-22.052328240957365,12.591811478424832,7920.359920863421,206.3839609328267,4.036656736458257,296.2511246316648,7624.108796231757,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,11
308,2762,0.0637155820921195,38.98062907591852,0,0.7969709799623953,173.97047258092994,10.969604352724922,6352.208187268087,75.23070970588577,-0.9848436125401347,70.85570616679222,6281.352481101295,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
309,10299,0.1939092961410868,64.29326684658146,0,0.7521790586458545,291.4261488394704,15.930262523686242,12083.778393793764,284.6249276113982,-1.3900317672097529,160.18784711275887,11923.590546681004,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
310,15879,0.0752791127228848,45.57676821571841,0,0.7208749464622184,428.63988069809193,11.379727919401091,8916.361434885535,199.01304378788296,2.0850930486525847,348.4011837970488,8567.960251088487,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
311,10299,0.1017780912429256,62.7482474219538,0,0.7569857660558446,247.4017953934092,9.338505078222171,6487.392678674109,-2.7786325795417213,1.745455221811016,164.13207417163142,6323.260604502478,1.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
312,10189,0.1303658053325702,65.77040605359645,0,0.7976124711888847,655.6111900603355,7.410226202310599,4096.222993717739,121.88105617595129,-0.8369999332377136,154.91769948473424,3941.3052942330046,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
313,13414,0.0918882831939324,52.671767240146906,0,0.978568864850058,-176.01560291935897,7.669227387847082,9619.73317818358,90.5540101909663,0.675831509945862,254.67153852729905,9365.061639656282,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
314,22115,0.1427849061236343,57.22375582954773,0,0.8408139139200655,547.1858975549774,5.651570272094676,4393.841472946644,276.4817453726886,-2.543681427824508,386.4653705337675,4007.3761024128767,1.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
315,9803,0.1377216139703356,33.36768139628458,0,0.9750404084842168,112.32417492039984,8.442865693732465,7978.452611878309,297.75842737255954,0.5318703267352949,293.7872692914031,7684.665342586905,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6
316,12852,0.0763915990744343,41.38555514843447,0,0.6161340256070815,582.5965823014068,10.155325443368852,2700.056387608989,207.30050189329955,-0.5990886432944471,310.5431340453135,2389.513253563676,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6
317,20699,0.1988198503000401,37.93005607723583,0,0.7496554491163749,-114.47245127352102,8.722356176609859,10131.982179895924,-60.409651488987805,2.727343633227905,545.714985441921,9586.267194454003,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
318,11580,0.1935071421518489,59.58627042572105,0,0.7556866818377304,189.32905109228463,7.822454246291787,8478.078734816223,-72.67108804963937,-1.5228605426290216,194.340070577758,8283.738664238464,1.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3
319,-202,0.1682362987326516,40.31832462688192,0,0.9587368878632188,287.39572406019744,11.337527908772373,6726.73037581257,81.03762541235284,0.1265623619374228,-5.01012881535554,6731.7405046279255,1.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6
320,22391,0.08146328977775,45.23630826177016,0,0.8752920266382228,421.7303048699349,7.645441300097837,7530.923313033889,137.92302763641578,2.128296221039366,494.978499802181,7035.944813231708,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
321,18200,0.041187903251148,45.28488583563006,0,0.7207133870337895,401.7775715104929,9.737242638895845,11209.832656234088,-43.14959363862644,3.5048145087310987,401.90009677975775,10807.93255945433,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
322,3040,0.1121821273243919,44.35930309946856,0,0.8295302959423184,316.3058861537139,6.793849452809745,16395.26727547693,78.90458010159959,1.9090993014251905,68.5312840281393,16326.735991448792,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
323,4134,0.113173622813427,38.68335868650809,0,0.8107301340133362,423.3334374612859,6.032152790470088,4945.814975510557,-11.042019601017486,0.9181720145762547,106.86765938558092,4838.947316124976,1.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
324,-765,0.1021044565346629,58.94906889138269,0,0.8565082293000774,195.9554367647036,7.242426069173541,6181.306737393063,83.42155591678099,2.404637580083312,-12.97730421170112,6194.284041604764,1.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
325,4768,0.1111327005472773,21.326021369164625,0,0.6594205528714685,634.4794527565862,9.39154528566533,13930.0056237292,197.69787223149984,1.2841535850709125,223.5766305145914,13706.428993214608,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
